timestamp,dataset,n_exp,seed,alpha,tau,levels,batch_size,max_epochs,patience,wandb,wandb_mode,cmd,log_dir,params_json,metrics_txt,status
2025-11-01 12:45:25,base,2,42,10.0,0.0,1,4,1,1,False,disabled,'D:\anacoda\python.exe' 'experiments\DeepPA\main.py' --dataset base --mode train --gpu 0 --GCO True --gco_impl wavelet --gco_adaptive True --gco_alpha 10.0 --gco_tau 0.0 --gco_wavelet_levels 1 --batch_size 4 --max_epochs 1 --patience 1 --n_exp 2 --seed 42 --wandb False --wandb_mode disabled,./logs/base/DeepPA/64-2-2-True-True-True-True-True-1.0-4-0.001-2-True-True-1/,C:\Users\silence\Desktop\study work\SINPA-main\logs\base\DeepPA\64-2-2-True-True-True-True-True-1.0-4-0.001-2-True-True-1\params.json,C:\Users\silence\Desktop\study work\SINPA-main\logs\base\DeepPA\64-2-2-True-True-True-True-True-1.0-4-0.001-2-True-True-1\metrics_test_2.txt,done
