0.2521,0.2512,0.2461,0.2517,0.2527,0.2551,0.2486,0.2525,0.2502,0.2491,0.2518,0.2490
0.2923,0.2911,0.2852,0.2897,0.2915,0.2928,0.2879,0.2908,0.2888,0.2881,0.2915,0.2894
