0.2884,0.2888,0.3149,0.2671,0.3638,0.2737,0.2659,0.2828,0.2661,0.2667,0.2837,0.2986
0.3474,0.3489,0.3859,0.3184,0.4443,0.3266,0.3176,0.3370,0.3160,0.3175,0.3408,0.3632
